sentiment,clean_text
positive,fri plus mmm
neutral,drink light
negative,work
positive,win
positive,amaz
negative,stupid
positive,great job man
positive,actual better
positive,alot fun
neutral,safe easi travel ill miss
negative,bummer
negative,work thrill
neutral,confus day glad back
neutral,doctor get sick hope get well
neutral,got
negative,tire
positive,happi star war day
positive,good
positive,love
positive,gain
negative,hate
neutral,need job keep one appar search
negative,realli quit
negative,aint go money
positive,haha drunk golf sound awesom predict great score today
positive,enjoy lazi around
neutral,movi night kate
neutral,stop make even know haha stupid thank matthew
positive,happi mother day
negative,bummer
positive,hahahaha
positive,congrat graduat
neutral,get start like
negative,one long time expens
negative,miss
negative,understand twitter
positive,good
neutral,actual room stay night though ill stay across street
neutral,go jack dinner
neutral,sad love talk live uk wait new album pleas say hi
neutral,final made home
neutral,that ill stick twitter client
neutral,never better follow local tweepl right
neutral,ok pc world tweet later lol
negative,bad annoy
positive,name
neutral,one million peopl today
positive,cool
positive,love
positive,thank
neutral,know mean
positive,awesom
negative,move make sore
negative,stupid hip hate even break new kick
negative,that good
neutral,head
negative,feel like today
negative,stress
negative,doubt
negative,sad
positive,seem like win win situat
neutral,time head back home busi done
negative,exhaust
neutral,exam activ tomorrow
positive,thanx
positive,happi
positive,happi
negative,miss
negative,got
negative,found one actual like leav
positive,love
neutral,peopl alway theyv never even
neutral,whether go bed start read last book even though soon start read want stop
neutral,cafe sky
neutral,watch dr rock jimmi drink
neutral,might say good enough one year old child
neutral,want walk
neutral,locat thing option includ locat jon use lol
neutral,best hair ever total jealous mine forget leav stuck long
neutral,hi everyon miss much
neutral,show hous rock say goodby soon
negative,made sad
positive,group went got
positive,snuggl
positive,amaz
positive,soooo excit go back two fav puppi bf
neutral,hey good weekend buddi
positive,thank last minut doc
negative,hate serious cloth fall apart situat
positive,favorit
neutral,current use found via link comment blog
positive,good night tw
negative,stuck
positive,happi
neutral,follow order
neutral,bye bye south never let
neutral,feel hella
neutral,sri miss call fell asleep boredom enjoy though actual could hear xd
neutral,want see
neutral,also plurk tri
neutral,watch ps love eat chines food els home alon friday night
negative,sorri
neutral,glad friday happi ate bad appl
negative,sad someon sing key work
neutral,upload run onto run run
negative,hat
positive,feel bad
negative,realli
positive,wish
negative,feel great today boo
negative,sad day
positive,thank
neutral,see
positive,happi mother day
positive,final begin look like
neutral,drove today boy car fun sad though find car much fun
negative,hot
positive,wow dude said better never heard guy take compliment
neutral,get back
neutral,bring camera new photo wait anoth week
negative,hurt
negative,feel bad
negative,sorri
neutral,box made look like strawberri allow teach
neutral,readi mother day
positive,thank
neutral,around find someth eat found pizza
positive,happi
negative,hate
negative,cold get chill
negative,whoop
negative,massiv headach
negative,start feel realli old
neutral,wait next releas
positive,love sleep wi
positive,ili babe sweet dream
negative,sad
negative,pleas somebodi hire
neutral,two clock morn
positive,great around miley love meet
positive,mango yummi mango mango ice cream
neutral,oo oo must let work email see top
neutral,go pick hous
negative,life
negative,night alon wi
neutral,peopl
positive,great
neutral,poke face book lol
neutral,take break dish
positive,love
negative,hate
negative,aw suck
neutral,sure like way learn new languag prefer locat practic ask get answer
neutral,rude
negative,still direct messag hell complain ill ya answer ill ask
positive,found earlier today go uncl
neutral,start june
neutral,yay mom bought
neutral,love day yesterday weather great stupid
neutral,go sunday write coupl paper boo
negative,cri
neutral,brother left day
neutral,mum tri make feel stop vote win almost cri
neutral,yes say twitter friend never know peopl
neutral,first step admit
neutral,thing
neutral,get day still hit love
neutral,someon take la need see tree
neutral,lol
positive,good save
negative,kill
negative,feel bad
neutral,dm email ill ya
positive,thank
neutral,pierc well bloodi
positive,like
neutral,ep think one next
negative,suck
positive,happi
positive,best
positive,great
positive,good
positive,amaz
negative,life suck
positive,got twitter palm
positive,perfect
neutral,okay mayb schedul work soon
neutral,realli need turn time bed
negative,want start right
positive,good morn gorgeous
negative,mood
negative,miss fun
positive,quit cool wife impress
negative,shame
negative,lunch suck ran time get anyth done
neutral,anyon els need hair play
neutral,go boo
positive,glad play last set
neutral,pleas visit sign test imag host servic
negative,hate
negative,sad
positive,nice win
positive,clean
neutral,mani cup cake birthday tomorrow famili parti
negative,nice
neutral,fellow twitter anyon one jacket size fat person pleas let borrow
positive,whoa twilight board game
positive,wish everyon good night
negative,miss
positive,good kind sore
neutral,skip school today got sleep last nite got new black
neutral,feel good hardest part keep empti everi day least sever time week
negative,hate
negative,bad news go take dog upset
neutral,omg twitter day go thru
neutral,yay abl make updat tonight lame compar know lol
neutral,un expect tire replac
negative,cri
positive,worri sleep
neutral,good luck bad grade might end surpris
positive,good
neutral,much skype blackberri may
negative,go fail
positive,good
neutral,time call
negative,frustrat
neutral,ok peopl morn ice noon warm even
neutral,da beach sun yet
negative,hurt
neutral,beach realli flat
neutral,still come go
neutral,soooo say stop thank hater person goodnight stop
negative,sad
positive,love
negative,hate take
negative,miss
positive,wish
positive,grace accept
positive,sure hope
neutral,want come
positive,believ know
neutral,make life wo bound second life
negative,miss
neutral,go dad tonight hes got foot pool tell hes got thing go
positive,omg work
neutral,doubl butter dish
negative,someth like happen close side door hard lock
positive,look forward
neutral,what favorit song
negative,wonder
positive,good
neutral,say oh man ask call old man haha
neutral,teeth eye hurt someon make feel better
positive,love field suit
neutral,chees toast get readi go london
negative,convers
neutral,tomorrow hell gone new born littl puppi
positive,thank
negative,realli
positive,enjoy afternoon
negative,sad
positive,hope
positive,wish
negative,ugh way
neutral,back tweeti
neutral,thought famili
negative,suck
neutral,amus yeah still depress
neutral,go go watch band play go band parti
neutral,find weird think gave ff recommend sort vote pot want
positive,whoa mate fall
positive,wish london see like biggest dream meet
negative,super sad face
neutral,suck mayb know
negative,fat
neutral,gettin home
positive,fun
positive,thank
negative,sorri
positive,death cuti good way start day
neutral,hehe probabl go also mike move avail
negative,forget
negative,done much weekend
positive,better
positive,wish mom happi bless mother day
neutral,someon make
negative,tire
positive,happi birthday mark
positive,great
negative,said goodby younger bro
positive,yayi
positive,love
neutral,shame
negative,bore
positive,love shop center
neutral,school could better
neutral,movi seen forev see star trek twitter folk
negative,suck
positive,awww bless made cri
negative,pain
negative,piss
negative,miss
positive,love
neutral,look forward see relat mayb home soon
negative,sorri
neutral,alon watch lot dvd laptop
positive,fave
neutral,tri figur use old
neutral,morn everyon
positive,hope
neutral,check think well pass feel lazi run around friend
neutral,doctor anyon want bit
neutral,best part hill haha love
neutral,tri pretti hard everyon follow lack interest say end unfollow
positive,fair price
negative,miss
neutral,mood parti want see lol go
positive,love
negative,fair
positive,nice
positive,need share love
neutral,must graduat go walk
negative,hurt
neutral,want move back
neutral,know still want see
negative,wrong
neutral,sorri think stick least compar use look like
neutral,tri make
neutral,bed sore
negative,lazi
negative,miss
negative,annoy
negative,hate type mac
neutral,yes yes
negative,total exhaust
positive,cool
neutral,ouch appli summer graduat hug
negative,call
neutral,oh ill alway need ill make
neutral,josh excus time go begin
positive,wow
neutral,awesom ton come one three locat
neutral,birthday hell wait haha
positive,great
positive,fun
neutral,sam excel usual kitti kind hard
